ID Venda,Data Venda,Produto,Quantidade,Total Venda,ID Cliente,Cliente,Email Cliente,Vendedor,Forma de Pagamento,ID Produto,Distribuidora,Preço Unitário,ID Vendedor,Email Vendedor
498,2023-09-29,Produto B,5,112.5,498,Kyle Taylor,audreyclark@example.net,Vendedor 3,Dinheiro,2,Distribuidora 2,22.5,3,susan27@example.com
499,2023-09-15,Produto A,4,63.6,499,Jeffrey Sparks,francisallison@example.net,Vendedor 3,Transferência Bancária,1,Distribuidora 1,15.9,3,susan27@example.com
500,2023-09-05,Produto C,1,30.9,500,George Oliver,hansondaniel@example.com,Vendedor 3,Cartão de Débito,3,Distribuidora 3,30.9,3,susan27@example.com
501,2023-09-22,Produto C,4,123.6,501,Rachel Wright,jessica38@example.org,Vendedor 3,Cartão de Crédito,3,Distribuidora 3,30.9,3,susan27@example.com
502,2023-03-08,Produto B,2,45.0,502,Shannon Wallace,vfoley@example.org,Vendedor 3,Cartão de Débito,2,Distribuidora 2,22.5,3,susan27@example.com
503,2023-12-19,Produto B,1,22.5,503,Gabriella Walter,catherine29@example.org,Vendedor 2,Transferência Bancária,2,Distribuidora 2,22.5,2,gabriela96@example.org
504,2023-02-18,Produto B,5,112.5,504,Paula Mckay,iwalter@example.org,Vendedor 4,Cartão de Crédito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
505,2023-09-19,Produto A,1,15.9,505,Maria Francis,tiffany51@example.net,Vendedor 3,Boleto,1,Distribuidora 1,15.9,3,susan27@example.com
506,2023-05-24,Produto C,5,154.5,506,Alyssa English,randyortiz@example.net,Vendedor 1,Boleto,3,Distribuidora 3,30.9,1,staceyweaver@example.org
507,2023-08-27,Produto B,2,45.0,507,Michael Smith,tinahendricks@example.com,Vendedor 2,Transferência Bancária,2,Distribuidora 2,22.5,2,gabriela96@example.org
508,2023-06-20,Produto D,2,81.8,508,Leslie Leonard,gabriela14@example.org,Vendedor 1,Cartão de Crédito,4,Distribuidora 4,40.9,1,staceyweaver@example.org
509,2023-07-31,Produto A,5,79.5,509,Joshua Ward,fphillips@example.org,Vendedor 3,Cartão de Crédito,1,Distribuidora 1,15.9,3,susan27@example.com
510,2023-04-13,Produto A,3,47.7,510,Vickie Wallace,robert71@example.com,Vendedor 4,Cartão de Débito,1,Distribuidora 1,15.9,4,sgonzalez@example.org
511,2023-06-22,Produto A,4,63.6,511,Johnny Baldwin,cookepaul@example.net,Vendedor 3,Dinheiro,1,Distribuidora 1,15.9,3,susan27@example.com
512,2023-10-04,Produto A,5,79.5,512,Edward Duffy,katieestrada@example.com,Vendedor 4,Dinheiro,1,Distribuidora 1,15.9,4,sgonzalez@example.org
513,2023-04-20,Produto C,1,30.9,513,Brandon Perez,johnlarson@example.org,Vendedor 2,Transferência Bancária,3,Distribuidora 3,30.9,2,gabriela96@example.org
514,2023-01-25,Produto B,1,22.5,514,Nicole Marquez,gonzalessamuel@example.org,Vendedor 3,Transferência Bancária,2,Distribuidora 2,22.5,3,susan27@example.com
515,2023-07-22,Produto D,1,40.9,515,Margaret Manning,codyjohnson@example.net,Vendedor 2,Cartão de Crédito,4,Distribuidora 4,40.9,2,gabriela96@example.org
516,2023-05-28,Produto A,4,63.6,516,Abigail Griffith,william89@example.com,Vendedor 1,Dinheiro,1,Distribuidora 1,15.9,1,staceyweaver@example.org
517,2023-09-22,Produto B,4,90.0,517,Alyssa Campbell,qpayne@example.com,Vendedor 2,Cartão de Débito,2,Distribuidora 2,22.5,2,gabriela96@example.org
518,2023-09-26,Produto A,5,79.5,518,Carrie Miranda,nicole27@example.org,Vendedor 3,Cartão de Crédito,1,Distribuidora 1,15.9,3,susan27@example.com
519,2023-08-19,Produto A,4,63.6,519,Megan Martin,williamfields@example.com,Vendedor 4,Transferência Bancária,1,Distribuidora 1,15.9,4,sgonzalez@example.org
520,2023-02-20,Produto C,5,154.5,520,Kim Jones,martinjoseph@example.net,Vendedor 3,Cartão de Débito,3,Distribuidora 3,30.9,3,susan27@example.com
521,2023-01-09,Produto A,3,47.7,521,Denise Baird,davisronald@example.com,Vendedor 4,Cartão de Débito,1,Distribuidora 1,15.9,4,sgonzalez@example.org
522,2023-06-06,Produto D,4,163.6,522,Ronald Lynn,crawfordanthony@example.net,Vendedor 2,Transferência Bancária,4,Distribuidora 4,40.9,2,gabriela96@example.org
523,2023-09-10,Produto C,2,61.8,523,Anthony Bailey,zachary54@example.net,Vendedor 2,Boleto,3,Distribuidora 3,30.9,2,gabriela96@example.org
524,2023-04-24,Produto B,4,90.0,524,Christina Blake,wulinda@example.org,Vendedor 4,Cartão de Crédito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
525,2023-01-19,Produto A,4,63.6,525,Gina Meza,jonesmelissa@example.com,Vendedor 2,Transferência Bancária,1,Distribuidora 1,15.9,2,gabriela96@example.org
526,2023-04-02,Produto D,4,163.6,526,Todd Conway,christinethompson@example.net,Vendedor 3,Boleto,4,Distribuidora 4,40.9,3,susan27@example.com
527,2023-03-19,Produto B,4,90.0,527,Sean Anderson,mwheeler@example.net,Vendedor 2,Boleto,2,Distribuidora 2,22.5,2,gabriela96@example.org
528,2023-08-04,Produto D,3,122.69999999999999,528,Cynthia Chang,robertchen@example.org,Vendedor 2,Cartão de Crédito,4,Distribuidora 4,40.9,2,gabriela96@example.org
529,2023-09-13,Produto A,4,63.6,529,Tamara Weaver,amber59@example.com,Vendedor 1,Cartão de Crédito,1,Distribuidora 1,15.9,1,staceyweaver@example.org
530,2023-05-27,Produto C,4,123.6,530,Barbara Daniels,qberry@example.com,Vendedor 3,Cartão de Crédito,3,Distribuidora 3,30.9,3,susan27@example.com
531,2023-06-05,Produto A,5,79.5,531,Marcus Hanson,harmonjohn@example.com,Vendedor 4,Dinheiro,1,Distribuidora 1,15.9,4,sgonzalez@example.org
532,2023-10-04,Produto A,2,31.8,532,Kevin Jones,adriana39@example.org,Vendedor 3,Cartão de Débito,1,Distribuidora 1,15.9,3,susan27@example.com
533,2023-09-03,Produto A,2,31.8,533,Barbara Meza,mespinoza@example.org,Vendedor 4,Boleto,1,Distribuidora 1,15.9,4,sgonzalez@example.org
534,2023-01-15,Produto C,1,30.9,534,Stephanie Hart,christine77@example.net,Vendedor 4,Cartão de Crédito,3,Distribuidora 3,30.9,4,sgonzalez@example.org
535,2023-11-13,Produto A,2,31.8,535,Vanessa Sherman,samanthalopez@example.org,Vendedor 4,Boleto,1,Distribuidora 1,15.9,4,sgonzalez@example.org
536,2023-01-03,Produto D,3,122.69999999999999,536,Dustin Charles,tjohnson@example.org,Vendedor 2,Boleto,4,Distribuidora 4,40.9,2,gabriela96@example.org
537,2023-06-18,Produto C,5,154.5,537,Tracy Davis,franknewman@example.com,Vendedor 2,Dinheiro,3,Distribuidora 3,30.9,2,gabriela96@example.org
538,2023-10-01,Produto B,1,22.5,538,David Fitzgerald,brent08@example.com,Vendedor 1,Transferência Bancária,2,Distribuidora 2,22.5,1,staceyweaver@example.org
539,2023-12-19,Produto B,4,90.0,539,Cindy Conrad,andrewbutler@example.com,Vendedor 2,Cartão de Crédito,2,Distribuidora 2,22.5,2,gabriela96@example.org
540,2023-07-19,Produto B,2,45.0,540,Benjamin Krause,ayalaantonio@example.com,Vendedor 4,Boleto,2,Distribuidora 2,22.5,4,sgonzalez@example.org
541,2023-08-31,Produto A,4,63.6,541,Danielle Smith,johnthompson@example.org,Vendedor 1,Cartão de Débito,1,Distribuidora 1,15.9,1,staceyweaver@example.org
542,2023-02-06,Produto B,2,45.0,542,Jorge Munoz,martinroy@example.org,Vendedor 2,Boleto,2,Distribuidora 2,22.5,2,gabriela96@example.org
543,2023-08-10,Produto A,1,15.9,543,Toni Smith,smithnicholas@example.net,Vendedor 2,Dinheiro,1,Distribuidora 1,15.9,2,gabriela96@example.org
544,2023-11-26,Produto D,1,40.9,544,Jeffrey Nelson,jenny27@example.com,Vendedor 1,Cartão de Débito,4,Distribuidora 4,40.9,1,staceyweaver@example.org
545,2023-07-19,Produto C,3,92.69999999999999,545,Mr. Roger Obrien,ericfisher@example.com,Vendedor 2,Cartão de Crédito,3,Distribuidora 3,30.9,2,gabriela96@example.org
546,2023-10-09,Produto C,5,154.5,546,Brandi Christian,glenda15@example.org,Vendedor 2,Dinheiro,3,Distribuidora 3,30.9,2,gabriela96@example.org
547,2023-06-23,Produto C,4,123.6,547,Alyssa Swanson,ruizbrett@example.net,Vendedor 1,Cartão de Débito,3,Distribuidora 3,30.9,1,staceyweaver@example.org
548,2023-06-22,Produto D,2,81.8,548,Jennifer Lee,duncanthomas@example.org,Vendedor 3,Cartão de Crédito,4,Distribuidora 4,40.9,3,susan27@example.com
549,2023-03-01,Produto B,3,67.5,549,Jeffrey Baker,denisefoster@example.net,Vendedor 3,Boleto,2,Distribuidora 2,22.5,3,susan27@example.com
550,2023-02-06,Produto A,5,79.5,550,Janet Collins,tranwanda@example.net,Vendedor 4,Transferência Bancária,1,Distribuidora 1,15.9,4,sgonzalez@example.org
551,2023-03-06,Produto C,4,123.6,551,Julie Horne,lewisjill@example.org,Vendedor 2,Dinheiro,3,Distribuidora 3,30.9,2,gabriela96@example.org
552,2023-05-07,Produto C,2,61.8,552,Melissa Gardner MD,vasquezchristian@example.net,Vendedor 1,Dinheiro,3,Distribuidora 3,30.9,1,staceyweaver@example.org
553,2023-07-04,Produto C,1,30.9,553,Helen Hammond,desireewallace@example.org,Vendedor 4,Boleto,3,Distribuidora 3,30.9,4,sgonzalez@example.org
554,2023-10-28,Produto C,4,123.6,554,Charles Mitchell,eric28@example.net,Vendedor 3,Cartão de Crédito,3,Distribuidora 3,30.9,3,susan27@example.com
555,2023-07-06,Produto A,3,47.7,555,Christopher Murray,deannamcdonald@example.org,Vendedor 1,Dinheiro,1,Distribuidora 1,15.9,1,staceyweaver@example.org
556,2023-07-12,Produto A,4,63.6,556,Corey Bowman,anthony78@example.com,Vendedor 4,Transferência Bancária,1,Distribuidora 1,15.9,4,sgonzalez@example.org
557,2023-08-30,Produto D,3,122.69999999999999,557,Travis May,jessicahorne@example.com,Vendedor 1,Dinheiro,4,Distribuidora 4,40.9,1,staceyweaver@example.org
558,2023-02-26,Produto A,3,47.7,558,David Glass,ryanguzman@example.com,Vendedor 1,Boleto,1,Distribuidora 1,15.9,1,staceyweaver@example.org
559,2023-10-26,Produto D,5,204.5,559,Robert Gibson,julie63@example.org,Vendedor 3,Dinheiro,4,Distribuidora 4,40.9,3,susan27@example.com
560,2023-12-04,Produto D,4,163.6,560,Debra Turner,shawn15@example.com,Vendedor 4,Transferência Bancária,4,Distribuidora 4,40.9,4,sgonzalez@example.org
561,2023-04-26,Produto B,5,112.5,561,Trevor Mcdonald,cohendanny@example.net,Vendedor 4,Cartão de Débito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
562,2023-10-22,Produto D,5,204.5,562,Cynthia Leon,kathryn59@example.org,Vendedor 1,Cartão de Crédito,4,Distribuidora 4,40.9,1,staceyweaver@example.org
563,2023-11-14,Produto D,3,122.69999999999999,563,Larry Gray,trevinoshelby@example.net,Vendedor 4,Boleto,4,Distribuidora 4,40.9,4,sgonzalez@example.org
564,2023-09-08,Produto C,4,123.6,564,Jason Reed,chunter@example.com,Vendedor 3,Transferência Bancária,3,Distribuidora 3,30.9,3,susan27@example.com
565,2023-06-15,Produto C,5,154.5,565,Angela Jackson,samuel36@example.org,Vendedor 2,Boleto,3,Distribuidora 3,30.9,2,gabriela96@example.org
566,2023-08-04,Produto D,2,81.8,566,Brenda Gordon,christinamiller@example.org,Vendedor 2,Cartão de Débito,4,Distribuidora 4,40.9,2,gabriela96@example.org
567,2023-02-03,Produto C,3,92.69999999999999,567,Justin Miller,paceautumn@example.net,Vendedor 4,Cartão de Crédito,3,Distribuidora 3,30.9,4,sgonzalez@example.org
568,2023-07-24,Produto D,2,81.8,568,Michael Walton,qgutierrez@example.net,Vendedor 1,Boleto,4,Distribuidora 4,40.9,1,staceyweaver@example.org
569,2023-12-09,Produto C,5,154.5,569,Catherine Green,sreilly@example.org,Vendedor 1,Boleto,3,Distribuidora 3,30.9,1,staceyweaver@example.org
570,2023-08-25,Produto B,5,112.5,570,Christine Morris,lopezjanice@example.org,Vendedor 3,Cartão de Débito,2,Distribuidora 2,22.5,3,susan27@example.com
571,2023-10-25,Produto D,4,163.6,571,Donna Moore,rivasaaron@example.net,Vendedor 4,Dinheiro,4,Distribuidora 4,40.9,4,sgonzalez@example.org
572,2023-11-28,Produto A,2,31.8,572,Joshua Ortiz,ospence@example.org,Vendedor 3,Transferência Bancária,1,Distribuidora 1,15.9,3,susan27@example.com
573,2023-01-20,Produto A,1,15.9,573,Jose Mclaughlin,ekrause@example.org,Vendedor 4,Dinheiro,1,Distribuidora 1,15.9,4,sgonzalez@example.org
574,2023-01-18,Produto B,4,90.0,574,James Lee,samanthagreen@example.net,Vendedor 2,Dinheiro,2,Distribuidora 2,22.5,2,gabriela96@example.org
575,2023-06-04,Produto B,5,112.5,575,Nicole Parker,ygarrison@example.com,Vendedor 1,Cartão de Débito,2,Distribuidora 2,22.5,1,staceyweaver@example.org
576,2023-06-04,Produto B,2,45.0,576,Michael Baker,nathan33@example.org,Vendedor 2,Cartão de Crédito,2,Distribuidora 2,22.5,2,gabriela96@example.org
577,2023-01-21,Produto B,1,22.5,577,Kimberly Davis,michael05@example.com,Vendedor 4,Boleto,2,Distribuidora 2,22.5,4,sgonzalez@example.org
578,2023-05-14,Produto A,2,31.8,578,Michael Lawson,gwilliams@example.net,Vendedor 2,Cartão de Débito,1,Distribuidora 1,15.9,2,gabriela96@example.org
579,2023-05-03,Produto B,3,67.5,579,Alan Hicks,tkelly@example.net,Vendedor 2,Boleto,2,Distribuidora 2,22.5,2,gabriela96@example.org
580,2023-07-01,Produto A,3,47.7,580,Barbara Carpenter,robertdavis@example.org,Vendedor 3,Cartão de Débito,1,Distribuidora 1,15.9,3,susan27@example.com
581,2023-07-22,Produto A,3,47.7,581,Linda Lewis,obarton@example.org,Vendedor 3,Boleto,1,Distribuidora 1,15.9,3,susan27@example.com
582,2023-05-15,Produto D,4,163.6,582,Joshua Chen,elliserin@example.com,Vendedor 2,Transferência Bancária,4,Distribuidora 4,40.9,2,gabriela96@example.org
583,2023-04-24,Produto C,2,61.8,583,Brenda Sanchez,bbarber@example.com,Vendedor 1,Dinheiro,3,Distribuidora 3,30.9,1,staceyweaver@example.org
584,2023-05-08,Produto C,5,154.5,584,Jennifer Johnson,hahndaniel@example.org,Vendedor 2,Dinheiro,3,Distribuidora 3,30.9,2,gabriela96@example.org
585,2023-02-08,Produto B,1,22.5,585,George Kim,jthomas@example.org,Vendedor 3,Cartão de Crédito,2,Distribuidora 2,22.5,3,susan27@example.com
586,2023-08-20,Produto C,4,123.6,586,Deborah Perry,hoodjessica@example.net,Vendedor 3,Cartão de Débito,3,Distribuidora 3,30.9,3,susan27@example.com
587,2023-08-31,Produto B,3,67.5,587,Jeffrey Stephenson,anna45@example.net,Vendedor 2,Cartão de Débito,2,Distribuidora 2,22.5,2,gabriela96@example.org
588,2023-02-17,Produto A,5,79.5,588,Lisa Cameron,michaelyoung@example.com,Vendedor 1,Cartão de Crédito,1,Distribuidora 1,15.9,1,staceyweaver@example.org
589,2023-07-02,Produto D,2,81.8,589,Karen Baker,gregorymoreno@example.com,Vendedor 2,Cartão de Crédito,4,Distribuidora 4,40.9,2,gabriela96@example.org
590,2023-04-11,Produto B,2,45.0,590,Juan Cooley,zwilliams@example.org,Vendedor 4,Boleto,2,Distribuidora 2,22.5,4,sgonzalez@example.org
591,2023-04-26,Produto D,3,122.69999999999999,591,Kayla Clements,hquinn@example.com,Vendedor 2,Transferência Bancária,4,Distribuidora 4,40.9,2,gabriela96@example.org
592,2023-06-24,Produto B,4,90.0,592,Jessica Lambert,irios@example.net,Vendedor 1,Boleto,2,Distribuidora 2,22.5,1,staceyweaver@example.org
593,2023-06-15,Produto A,5,79.5,593,Christine Ford,rachel64@example.org,Vendedor 1,Transferência Bancária,1,Distribuidora 1,15.9,1,staceyweaver@example.org
594,2023-10-06,Produto A,4,63.6,594,Anthony Henry,kimberlythompson@example.com,Vendedor 3,Dinheiro,1,Distribuidora 1,15.9,3,susan27@example.com
595,2023-12-05,Produto A,4,63.6,595,Christina Burns,daytracey@example.org,Vendedor 4,Transferência Bancária,1,Distribuidora 1,15.9,4,sgonzalez@example.org
596,2023-05-21,Produto A,1,15.9,596,Melissa Jacobs,sarahroberts@example.com,Vendedor 2,Transferência Bancária,1,Distribuidora 1,15.9,2,gabriela96@example.org
597,2023-12-02,Produto D,4,163.6,597,Ryan Cobb,tbrown@example.com,Vendedor 1,Transferência Bancária,4,Distribuidora 4,40.9,1,staceyweaver@example.org
598,2023-12-02,Produto A,3,47.7,598,Michael Sanders,aallison@example.org,Vendedor 4,Dinheiro,1,Distribuidora 1,15.9,4,sgonzalez@example.org
599,2023-10-17,Produto B,5,112.5,599,Megan Turner,alexanderwilson@example.net,Vendedor 1,Dinheiro,2,Distribuidora 2,22.5,1,staceyweaver@example.org
600,2023-08-10,Produto D,5,204.5,600,Christopher Olson,hwilliams@example.com,Vendedor 3,Boleto,4,Distribuidora 4,40.9,3,susan27@example.com
601,2023-03-07,Produto C,3,92.69999999999999,601,Christina Leach,philip95@example.org,Vendedor 2,Cartão de Crédito,3,Distribuidora 3,30.9,2,gabriela96@example.org
602,2023-02-06,Produto D,5,204.5,602,Danny Boyd,jeffrey70@example.net,Vendedor 2,Boleto,4,Distribuidora 4,40.9,2,gabriela96@example.org
603,2023-04-21,Produto C,4,123.6,603,Stephanie Harvey,charlesbeck@example.org,Vendedor 1,Cartão de Crédito,3,Distribuidora 3,30.9,1,staceyweaver@example.org
604,2023-04-16,Produto C,5,154.5,604,Kathleen Hensley,michaellarson@example.org,Vendedor 3,Transferência Bancária,3,Distribuidora 3,30.9,3,susan27@example.com
605,2023-06-06,Produto B,5,112.5,605,Cassidy Evans,sarawoods@example.net,Vendedor 2,Cartão de Débito,2,Distribuidora 2,22.5,2,gabriela96@example.org
606,2023-08-03,Produto D,4,163.6,606,Melissa Jones,james63@example.org,Vendedor 1,Dinheiro,4,Distribuidora 4,40.9,1,staceyweaver@example.org
607,2023-11-18,Produto C,3,92.69999999999999,607,Jay Smith,dclarke@example.com,Vendedor 3,Cartão de Débito,3,Distribuidora 3,30.9,3,susan27@example.com
608,2023-03-25,Produto A,1,15.9,608,Robert Mason,jonesadam@example.net,Vendedor 2,Dinheiro,1,Distribuidora 1,15.9,2,gabriela96@example.org
609,2023-07-02,Produto B,2,45.0,609,Bryan Howell,john37@example.com,Vendedor 4,Dinheiro,2,Distribuidora 2,22.5,4,sgonzalez@example.org
610,2023-09-03,Produto D,4,163.6,610,Michelle Mcintosh,sgarcia@example.org,Vendedor 2,Cartão de Crédito,4,Distribuidora 4,40.9,2,gabriela96@example.org
611,2023-04-28,Produto A,3,47.7,611,Mark Doyle,hardykaitlyn@example.com,Vendedor 4,Transferência Bancária,1,Distribuidora 1,15.9,4,sgonzalez@example.org
612,2023-07-08,Produto C,2,61.8,612,Stacey Marquez,chadcurry@example.org,Vendedor 2,Boleto,3,Distribuidora 3,30.9,2,gabriela96@example.org
613,2023-01-31,Produto C,3,92.69999999999999,613,Brooke Dean,laurenmontgomery@example.net,Vendedor 3,Boleto,3,Distribuidora 3,30.9,3,susan27@example.com
614,2023-11-15,Produto B,1,22.5,614,Alexander Washington,christopherlynch@example.com,Vendedor 2,Boleto,2,Distribuidora 2,22.5,2,gabriela96@example.org
615,2023-05-30,Produto D,4,163.6,615,Monica Kramer,baileyanna@example.com,Vendedor 4,Cartão de Crédito,4,Distribuidora 4,40.9,4,sgonzalez@example.org
616,2023-04-09,Produto C,1,30.9,616,Chad Barker,mary96@example.net,Vendedor 4,Boleto,3,Distribuidora 3,30.9,4,sgonzalez@example.org
617,2023-11-02,Produto A,2,31.8,617,Rodney Shaffer,markortiz@example.com,Vendedor 2,Dinheiro,1,Distribuidora 1,15.9,2,gabriela96@example.org
618,2023-01-20,Produto A,4,63.6,618,Robert Hayes,david82@example.com,Vendedor 2,Cartão de Crédito,1,Distribuidora 1,15.9,2,gabriela96@example.org
619,2023-01-05,Produto A,1,15.9,619,Nicole Petersen,russellbrandon@example.com,Vendedor 1,Cartão de Crédito,1,Distribuidora 1,15.9,1,staceyweaver@example.org
620,2023-10-17,Produto D,4,163.6,620,Carol Hunter,lowelisa@example.org,Vendedor 3,Dinheiro,4,Distribuidora 4,40.9,3,susan27@example.com
621,2023-08-22,Produto D,4,163.6,621,Randy Drake,gonzalezgregory@example.org,Vendedor 2,Cartão de Crédito,4,Distribuidora 4,40.9,2,gabriela96@example.org
622,2023-04-04,Produto C,3,92.69999999999999,622,Christopher Shea,katherine42@example.com,Vendedor 2,Cartão de Débito,3,Distribuidora 3,30.9,2,gabriela96@example.org
623,2023-06-08,Produto B,4,90.0,623,Anna Peters,john47@example.net,Vendedor 2,Transferência Bancária,2,Distribuidora 2,22.5,2,gabriela96@example.org
624,2023-03-02,Produto C,5,154.5,624,Mrs. Dana Harris,martineztodd@example.org,Vendedor 1,Cartão de Crédito,3,Distribuidora 3,30.9,1,staceyweaver@example.org
625,2023-10-15,Produto D,2,81.8,625,Curtis Esparza,qgarrison@example.com,Vendedor 1,Cartão de Crédito,4,Distribuidora 4,40.9,1,staceyweaver@example.org
626,2023-07-14,Produto A,4,63.6,626,Patricia Kennedy,pacerobert@example.net,Vendedor 2,Dinheiro,1,Distribuidora 1,15.9,2,gabriela96@example.org
627,2023-11-27,Produto D,2,81.8,627,Eddie Stanley,robert15@example.org,Vendedor 1,Dinheiro,4,Distribuidora 4,40.9,1,staceyweaver@example.org
628,2023-02-23,Produto A,4,63.6,628,Michelle Bennett,otorres@example.org,Vendedor 2,Transferência Bancária,1,Distribuidora 1,15.9,2,gabriela96@example.org
629,2023-09-29,Produto D,1,40.9,629,Sharon Shelton,davisvictoria@example.com,Vendedor 3,Dinheiro,4,Distribuidora 4,40.9,3,susan27@example.com
630,2023-01-12,Produto B,5,112.5,630,Daniel Moore,daniel19@example.org,Vendedor 3,Dinheiro,2,Distribuidora 2,22.5,3,susan27@example.com
631,2023-08-31,Produto B,2,45.0,631,Daniel Smith,phicks@example.com,Vendedor 3,Transferência Bancária,2,Distribuidora 2,22.5,3,susan27@example.com
632,2023-04-02,Produto A,1,15.9,632,Rachel Barnes,znelson@example.org,Vendedor 4,Cartão de Débito,1,Distribuidora 1,15.9,4,sgonzalez@example.org
633,2023-09-21,Produto C,5,154.5,633,Jill Herrera,udavis@example.net,Vendedor 4,Cartão de Débito,3,Distribuidora 3,30.9,4,sgonzalez@example.org
634,2023-04-12,Produto C,5,154.5,634,Patricia Bullock,nbarajas@example.org,Vendedor 3,Cartão de Débito,3,Distribuidora 3,30.9,3,susan27@example.com
635,2023-02-22,Produto D,4,163.6,635,Dustin Barnes,jimenezjohn@example.com,Vendedor 1,Cartão de Débito,4,Distribuidora 4,40.9,1,staceyweaver@example.org
636,2023-03-15,Produto C,5,154.5,636,Lisa Wise,corey18@example.org,Vendedor 2,Dinheiro,3,Distribuidora 3,30.9,2,gabriela96@example.org
637,2023-06-28,Produto D,2,81.8,637,Eric Collins,elizabeth34@example.org,Vendedor 2,Transferência Bancária,4,Distribuidora 4,40.9,2,gabriela96@example.org
638,2023-07-15,Produto A,5,79.5,638,David Taylor,brandywoodard@example.net,Vendedor 2,Cartão de Crédito,1,Distribuidora 1,15.9,2,gabriela96@example.org
639,2023-10-24,Produto C,2,61.8,639,Kenneth Wilkerson,joseph80@example.com,Vendedor 3,Cartão de Débito,3,Distribuidora 3,30.9,3,susan27@example.com
640,2023-09-24,Produto C,3,92.69999999999999,640,Sharon Hicks,sheilawoods@example.org,Vendedor 3,Cartão de Débito,3,Distribuidora 3,30.9,3,susan27@example.com
641,2023-11-02,Produto A,5,79.5,641,Hannah Singleton,lewisann@example.net,Vendedor 2,Cartão de Débito,1,Distribuidora 1,15.9,2,gabriela96@example.org
642,2023-03-09,Produto D,4,163.6,642,Mr. Thomas Ramirez,clopez@example.com,Vendedor 2,Dinheiro,4,Distribuidora 4,40.9,2,gabriela96@example.org
643,2023-06-10,Produto C,4,123.6,643,Joshua Thomas,spearsdaniel@example.net,Vendedor 2,Cartão de Débito,3,Distribuidora 3,30.9,2,gabriela96@example.org
644,2023-07-05,Produto A,4,63.6,644,Nicole Hall,jose25@example.net,Vendedor 2,Boleto,1,Distribuidora 1,15.9,2,gabriela96@example.org
645,2023-09-11,Produto C,1,30.9,645,Lisa Reed,riverasteven@example.com,Vendedor 1,Cartão de Débito,3,Distribuidora 3,30.9,1,staceyweaver@example.org
646,2023-01-29,Produto B,2,45.0,646,Brian Todd,rodriguezkyle@example.com,Vendedor 1,Cartão de Débito,2,Distribuidora 2,22.5,1,staceyweaver@example.org
647,2023-04-20,Produto A,4,63.6,647,George Reyes,michelle91@example.net,Vendedor 3,Cartão de Crédito,1,Distribuidora 1,15.9,3,susan27@example.com
648,2023-06-23,Produto B,4,90.0,648,Margaret Clarke,hawkinsmonica@example.org,Vendedor 4,Cartão de Crédito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
649,2023-11-05,Produto C,5,154.5,649,John Jones,wallacejoseph@example.com,Vendedor 1,Dinheiro,3,Distribuidora 3,30.9,1,staceyweaver@example.org
650,2023-01-23,Produto B,2,45.0,650,Shannon Curtis,smithjoseph@example.net,Vendedor 2,Transferência Bancária,2,Distribuidora 2,22.5,2,gabriela96@example.org
651,2023-05-20,Produto C,1,30.9,651,Michael Stewart,kevinflores@example.com,Vendedor 1,Cartão de Crédito,3,Distribuidora 3,30.9,1,staceyweaver@example.org
652,2023-01-30,Produto A,1,15.9,652,Derek Bass,gregorymartinez@example.org,Vendedor 4,Cartão de Débito,1,Distribuidora 1,15.9,4,sgonzalez@example.org
653,2023-02-14,Produto D,1,40.9,653,Beth Smith,davismichael@example.net,Vendedor 3,Cartão de Crédito,4,Distribuidora 4,40.9,3,susan27@example.com
654,2023-06-17,Produto D,5,204.5,654,Paula Barber,allengary@example.org,Vendedor 3,Dinheiro,4,Distribuidora 4,40.9,3,susan27@example.com
655,2023-12-18,Produto B,1,22.5,655,Monica Patterson,peterwebster@example.net,Vendedor 3,Dinheiro,2,Distribuidora 2,22.5,3,susan27@example.com
656,2023-09-13,Produto A,3,47.7,656,Alan Barnes,millerrachel@example.org,Vendedor 4,Boleto,1,Distribuidora 1,15.9,4,sgonzalez@example.org
657,2023-07-18,Produto C,3,92.69999999999999,657,Steven Mccall,aguirrebrittany@example.net,Vendedor 3,Dinheiro,3,Distribuidora 3,30.9,3,susan27@example.com
658,2023-07-07,Produto D,4,163.6,658,Mallory Long,alexanderthomas@example.com,Vendedor 3,Cartão de Crédito,4,Distribuidora 4,40.9,3,susan27@example.com
659,2023-08-20,Produto A,3,47.7,659,Jason Phillips,lynnpineda@example.com,Vendedor 2,Boleto,1,Distribuidora 1,15.9,2,gabriela96@example.org
660,2023-06-05,Produto C,1,30.9,660,Joe Miller,thomasarnold@example.org,Vendedor 2,Cartão de Débito,3,Distribuidora 3,30.9,2,gabriela96@example.org
661,2023-07-21,Produto B,5,112.5,661,Ronald Campbell,tammyadkins@example.org,Vendedor 3,Cartão de Crédito,2,Distribuidora 2,22.5,3,susan27@example.com
662,2023-10-08,Produto D,3,122.69999999999999,662,George Shelton,rodney29@example.com,Vendedor 3,Dinheiro,4,Distribuidora 4,40.9,3,susan27@example.com
663,2023-10-31,Produto D,1,40.9,663,Nathaniel Watkins,donald85@example.org,Vendedor 1,Transferência Bancária,4,Distribuidora 4,40.9,1,staceyweaver@example.org
